,y,Close,macro_series
2004-07-01,-0.2285344106102252,2954.84521484375,84.4465903558035
2004-08-01,-0.4225013293324147,1936.6214599609375,85.8435105344778
2004-09-01,-0.1631256021727038,1645.1298828125,84.58468424964384
2004-10-01,-0.2909234738655958,1229.8544921875,84.12086568586702
2004-11-01,-0.1503699330161167,1058.154052734375,84.61776083297237
2004-12-01,-0.0267702942740124,1030.2027587890625,86.0810785236559
2005-01-01,0.0782521293723086,1114.056396484375,85.36231716688796
2005-02-01,0.1587484142072706,1305.7220458984375,85.08382870189224
2005-03-01,-0.0092167685033128,1293.7427978515625,83.4243262408832
2005-04-01,-0.1039897419596176,1165.9656982421875,81.6300163047622
2005-05-01,0.2258795580218612,1461.4501953125,82.84880503835349
2005-06-01,0.0349030268338009,1513.35986328125,84.88316508120973
2005-07-01,-0.0213341859584358,1481.41552734375,84.77514989883923
2005-08-01,-0.0663010625435839,1386.38134765625,86.28044924567726
2005-09-01,-0.0327898727177611,1341.6593017578125,86.8229032832487
2005-10-01,-0.100083377149727,1213.88232421875,85.85522365134102
2005-11-01,0.1953934494268113,1475.8250732421875,86.39731705960365
2005-12-01,0.0032417318920839,1480.6170654296875,88.70437190930261
2006-01-01,-0.0520317802629497,1405.5478515625,88.65063285063768
2006-02-01,0.0307717218296024,1449.4713134765625,90.99759833435868
2006-03-01,0.0,1449.4713134765625,87.06798067822407
2006-04-01,0.0351862977019757,1501.3807373046875,88.3008344347869
2006-05-01,-0.0429298167829244,1438.2906494140625,88.43140503714416
2006-06-01,-0.099762069442948,1301.7288818359375,87.98289401144535
2006-07-01,-0.1067245979207733,1169.958984375,88.12053517624861
2006-08-01,-0.1349950330970223,1022.2168579101562,85.13918180434727
2006-09-01,0.0023406427021455,1024.6123046875,84.809673972591
2006-10-01,0.1701670131003346,1214.6807861328125,85.34534282985862
2006-11-01,0.0964451836185507,1337.666259765625,87.5621838969709
2006-12-01,-0.0102010010159377,1324.090087890625,86.78477856956043
2007-01-01,-0.035608537867112,1277.770751953125,85.57203816522065
2007-02-01,-0.0132119025636184,1261.0,84.81940259984384
2007-03-01,-0.0838499613440113,1159.5767822265625,86.19250577639696
2007-04-01,-0.0544878223082258,1098.08447265625,86.68563244088648
2007-05-01,0.0215835032265277,1122.0426025390625,85.89099213523592
2007-06-01,0.0211273743283191,1146.0006103515625,86.66089328490595
2007-07-01,-0.0835329508181106,1054.1610107421875,86.80650960892801
2007-08-01,-0.0114287184509251,1042.181884765625,88.25947709472734
2007-09-01,-0.1006885541548473,942.3560791015624,87.20639745391132
2007-10-01,0.0333362960391385,974.3002319335938,86.71490423401467
2007-11-01,0.0401660629358874,1014.2305908203124,86.12674200431644
2007-12-01,-0.0320026733536905,982.286376953125,83.93146958211825
2008-01-01,-0.0919014038184523,896.0368041992188,84.37564999771512
2008-02-01,-0.0953101729926453,814.5789184570312,84.76723290598495
2008-03-01,-0.0198025913305123,798.6068115234375,84.77490309094864
2008-04-01,-0.1743534926868888,670.8296508789062,84.42302239088592
2008-05-01,-0.0475407985802983,639.68408203125,82.2999662778103
2008-06-01,0.1165336397390547,718.7460327148438,81.66899829366227
2008-07-01,-0.0749629291466732,666.836669921875,81.15492651887212
2008-08-01,-0.6338619596611166,353.7828063964844,79.95151061503968
2008-09-01,-0.6554904363688494,183.6795654296875,79.70958204754066
2008-10-01,0.688789916546043,365.7619323730469,80.31565833276247
2008-11-01,-1.3477458901263697,95.03419494628906,83.14493718457827
2008-12-01,-0.1840035951329946,79.06206512451172,83.40680390382603
2009-01-01,0.0200005759404659,80.65927124023438,83.79312948991017
2009-02-01,-0.1042608315428192,72.6732177734375,83.68146061626092
2009-03-01,-0.3999857722805367,48.71500778198242,80.80330379331237
2009-04-01,0.1376214080799474,55.902469635009766,80.76353298013854
2009-05-01,0.182321534047808,67.08296203613281,80.85387829505008
2009-06-01,0.3141154739085103,91.83978271484376,84.54874146377801
2009-07-01,0.050858421352807,96.63142395019533,84.26020001660632
2009-08-01,-0.0595921858518561,91.04116821289062,84.71252103010674
2009-09-01,0.4511874716785862,142.95062255859375,84.66045337554888
2009-10-01,-0.1439605739159671,123.78407287597656,82.90743631911958
2009-11-01,0.1098662502782734,138.15896606445312,84.62167054089211
2009-12-01,0.0778169325843745,149.33944702148438,85.74957008992227
2010-01-01,-0.010752691257954,147.74224853515625,86.93611801048684
2010-02-01,-0.0442060995065157,141.3533935546875,85.57203682829473
2010-03-01,-0.0344862934880907,136.56173706054688,87.67622829469889
2010-04-01,0.0,136.56173706054688,85.57345170051046
2010-05-01,0.0173916926235563,138.95755004882812,86.45373734121087
2010-06-01,-0.0531095537862859,131.77012634277344,89.73942077992584
2010-07-01,-0.1571856611320792,112.60355377197266,88.25361629222981
2010-08-01,-0.3140307666395941,82.25650787353516,87.40416969782565
2010-09-01,0.8542086589734978,193.26284790039065,87.55364674545712
2010-10-01,-0.4455124686491823,123.78407287597656,86.7984332642828
2010-11-01,-0.1992383177657675,101.4230499267578,84.47243811768361
2010-12-01,0.1796934715045319,121.38822174072266,84.57528257989266
2011-01-01,-0.1563460288122134,103.81887817382812,82.98182700930349
2011-02-01,-0.0077219731760383,103.02027893066406,83.69221565525626
2011-03-01,0.0454623066024072,107.8119125366211,82.31307930390557
2011-04-01,-0.2901544038293996,80.65927124023438,84.63798091143187
2011-05-01,-0.0099502381569885,79.86067199707031,83.46310097292752
2011-06-01,0.0,79.86067199707031,82.980008698619
2011-07-01,0.0487901732678902,83.85370635986328,84.2002845246735
2011-08-01,-0.0192311799587375,82.25650787353516,82.35398805002256
2011-09-01,-0.1129405150216825,73.4718246459961,82.69517795192877
2011-10-01,-0.6931471805599453,36.73591232299805,84.65589208335241
2011-11-01,0.4754235423566822,59.096893310546875,82.24466723151056
2011-12-01,0.3964153570899016,87.84674072265625,82.52161801930902
2012-01-01,-0.306031155365117,64.68714904785156,82.91144221068166
2012-02-01,0.1273394364784783,73.4718246459961,84.08417651834762
2012-03-01,-0.1397617788254515,63.888553619384766,82.22875045203051
2012-04-01,0.3001044442844963,86.2495346069336,80.24806553240408
2012-05-01,-0.1823215744853998,71.8746109008789,81.03097788082943
2012-06-01,-0.2371299562496009,56.701072692871094,81.47645489067921
2012-07-01,0.1317694287974775,64.68714904785156,81.85219416619802
2012-08-01,-0.1897566312201624,53.506649017333984,82.37186648044349
2012-09-01,0.0148151591759092,54.30525970458984,81.35182939807575
2012-10-01,-0.0148151591759092,53.506649017333984,81.70020994381726
2012-11-01,-0.0150378082310717,52.708045959472656,82.13981865376527
2012-12-01,0.0588404400558222,55.902469635009766,81.06829152672573
2013-01-01,0.4149438765255445,84.65231323242188,83.86695329344286
2013-02-01,0.0639487357663559,90.24256134033205,84.57770267481055
2013-03-01,0.0432968129180017,94.235595703125,82.79074742900657
2013-04-01,0.1709577553500431,111.80493927001952,83.77557784195731
2013-05-01,0.4877032434572693,182.08233642578125,82.31355533661633
2013-06-01,-0.3173579031966765,132.56871032714844,83.49418224223001
2013-07-01,-0.0182375331769246,130.1728973388672,85.23207561074112
2013-08-01,-0.123936791744591,114.99938201904295,84.00105213321355
2013-09-01,0.0474663505121512,120.58960723876952,85.44611632708003
2013-10-01,-0.0268473219114341,117.39517211914062,86.06528771748478
2013-11-01,-0.0631786459039876,110.2077407836914,87.29837795747652
2013-12-01,0.0631786459039876,117.39517211914062,90.14356743145744
2014-01-01,-0.0631786459039876,110.2077407836914,89.77548525745314
2014-02-01,-0.0520564385817958,104.61748504638672,88.6448810109169
2014-03-01,-0.1478095277220553,90.24256134033205,87.31060936647862
2014-04-01,-0.0269074575313713,87.84674072265625,86.08689393903046
2014-05-01,-0.0276516254844835,85.45091247558594,85.9712413749093
2014-06-01,0.1229619000330799,96.63142395019533,86.48296933713426
2014-07-01,-0.0166672143731881,95.03419494628906,86.89800553612929
2014-08-01,-0.0786430601754083,87.84674072265625,88.13878040968333
2014-09-01,0.0357180886967402,91.04116821289062,88.1582832475002
2014-10-01,0.008733764499049,91.83978271484376,90.33858436323617
2014-11-01,0.1603425916164898,107.8119125366211,89.94159911337924
2014-12-01,-0.1094841702636828,96.63142395019533,94.02185286326366
2015-01-01,-0.0772917659441709,89.44395446777344,94.96035388491116
2015-02-01,0.0088889489269458,90.24256134033205,93.67461755028675
2015-03-01,0.0928936848488975,99.02722930908205,92.06827880319508
2015-04-01,0.1284784203943691,112.60355377197266,92.79198742605986
2015-05-01,-0.0584107703073287,106.2146987915039,92.45679324807108
2015-06-01,0.0512932333321069,111.80493927001952,93.5277939892092
2015-07-01,-0.0588404400558221,105.41609191894533,94.23765042606954
2015-08-01,-0.0386149170500022,101.4230499267578,94.12840705708425
2015-09-01,-0.2192140475039126,81.45790100097656,92.85821647998162
2015-10-01,0.0289873549041021,83.85370635986328,90.58594564295282
2015-11-01,0.0465200239062185,87.84674072265625,89.9161732148523
2015-12-01,0.0444518531957893,91.83978271484376,91.20077140633752
2016-01-01,-0.090971877102008,83.85370635986328,91.5219120225328
2016-02-01,0.0734274814375899,90.24256134033205,89.65330385446482
2016-03-01,-0.0926586613963274,82.25650787353516,89.9130752432416
2016-04-01,0.0192311799587375,83.85370635986328,90.49105131283486
2016-05-01,0.0,83.85370635986328,89.16526515853316
2016-06-01,0.090971877102008,91.83978271484376,89.39585281745144
2016-07-01,-0.0535843383526201,87.04813385009766,89.48316589512045
2016-08-01,0.0091324851568307,87.84674072265625,87.76871044837452
