ds,y,macro_series,yhat,yhat_lower,yhat_upper
2004-07-01,-0.2285344106102252,84.4465903558035,-0.07627928917811845,-0.3628841856463415,0.1916539983711128
2004-08-01,-0.4225013293324147,85.8435105344778,-0.19537679742258326,-0.46939764424160313,0.0679137398325106
2004-09-01,-0.1631256021727038,84.58468424964384,-0.01997186479093658,-0.3000316606836276,0.25551846898085795
2004-10-01,-0.2909234738655958,84.12086568586702,-0.08923977758672055,-0.3655660610552536,0.2104279619929538
2004-11-01,-0.1503699330161167,84.61776083297237,-0.09504512316570342,-0.3710125800707003,0.19722316966309617
2004-12-01,-0.0267702942740124,86.0810785236559,0.009114868654303283,-0.25491539600831886,0.2950518791772354
2005-01-01,0.0782521293723086,85.36231716688796,-0.05399940415174234,-0.30379215822116246,0.22220111864543476
2005-02-01,0.1587484142072706,85.08382870189224,-0.017740241825547884,-0.28910340350214075,0.27532135429443577
2005-03-01,-0.0092167685033128,83.4243262408832,-0.09483171694625109,-0.3637403734877763,0.177807992853467
2005-04-01,-0.1039897419596176,81.6300163047622,-0.020276345982565773,-0.28471167336857356,0.25371423695134615
2005-05-01,0.2258795580218612,82.84880503835349,0.016346149850289975,-0.2659995101820151,0.288984675557058
2005-06-01,0.0349030268338009,84.88316508120973,-0.02609384719830264,-0.30587272255182907,0.24141603890136937
2005-07-01,-0.0213341859584358,84.77514989883923,-0.07257425962996324,-0.35548288887251833,0.2116245955972673
2005-08-01,-0.0663010625435839,86.28044924567726,-0.1874207254461254,-0.46885821582387494,0.08714734848665277
2005-09-01,-0.0327898727177611,86.8229032832487,-0.01164586627621525,-0.2859780270748578,0.27519963564426525
2005-10-01,-0.100083377149727,85.85522365134102,-0.08769615958684925,-0.37701930388498395,0.16729246939806716
2005-11-01,0.1953934494268113,86.39731705960365,-0.08200966512600327,-0.37033392832569123,0.18895136853317093
2005-12-01,0.0032417318920839,88.70437190930261,0.01764103644145079,-0.24829746315085696,0.2848227781284779
2006-01-01,-0.0520317802629497,88.65063285063768,-0.050650270137701396,-0.3244463716038755,0.21997885073159537
2006-02-01,0.0307717218296024,90.99759833435868,-0.008577091852227894,-0.2742838692760393,0.2821925874546514
2006-03-01,0.0,87.06798067822407,-0.08292959878577622,-0.3546631024253055,0.19725884328298385
2006-04-01,0.0351862977019757,88.3008344347869,-0.008613676491942168,-0.28672401902296074,0.26664151238969636
2006-05-01,-0.0429298167829244,88.43140503714416,0.026871619155825706,-0.23815221497926453,0.299861368876193
2006-06-01,-0.099762069442948,87.98289401144535,-0.0186804634713299,-0.2820129914398348,0.26072991563476117
2006-07-01,-0.1067245979207733,88.12053517624861,-0.06613887765357696,-0.34950922434697035,0.21299748922441344
2006-08-01,-0.1349950330970223,85.13918180434727,-0.18078416739771824,-0.4498439255901038,0.10146827067882663
2006-09-01,0.0023406427021455,84.809673972591,-0.00722401925758074,-0.2772425515641106,0.2629592188352004
2006-10-01,0.1701670131003346,85.34534282985862,-0.08807297169460429,-0.34007325493463636,0.20527486427551989
2006-11-01,0.0964451836185507,87.5621838969709,-0.06944444649177867,-0.3501350143706583,0.20177008286050013
2006-12-01,-0.0102010010159377,86.78477856956043,0.02193462580167725,-0.27204317978258535,0.3120004431848047
2007-01-01,-0.035608537867112,85.57203816522065,-0.053016411381686876,-0.30787301582548177,0.21320376244444003
2007-02-01,-0.0132119025636184,84.81940259984384,-0.010133341433576443,-0.2732623821896474,0.2777217534093636
2007-03-01,-0.0838499613440113,86.19250577639696,-0.07500208204339953,-0.3396286705634493,0.20018924193842647
2007-04-01,-0.0544878223082258,86.68563244088648,-0.004397383671456201,-0.28142209922165495,0.2502519412429073
2007-05-01,0.0215835032265277,85.89099213523592,0.030082117742458697,-0.23433809402756534,0.29950294842776315
2007-06-01,0.0211273743283191,86.66089328490595,-0.015253484794515076,-0.297269662170716,0.27250965882861977
2007-07-01,-0.0835329508181106,86.80650960892801,-0.06382460585829412,-0.3275432894580329,0.21642207884554693
2007-08-01,-0.0114287184509251,88.25947709472734,-0.17025504401974856,-0.4402620786411918,0.12165355871203305
2007-09-01,-0.1006885541548473,87.20639745391132,0.0010270369204945368,-0.282513846849316,0.26692205567292093
2007-10-01,0.0333362960391385,86.71490423401467,-0.08668326771796692,-0.36321423588631147,0.1947145000289254
2007-11-01,0.0401660629358874,86.12674200431644,-0.05912857442825019,-0.343298457402413,0.21696164975893767
2007-12-01,-0.0320026733536905,83.93146958211825,0.025218068271904433,-0.2556309654151389,0.30171425539532437
2008-01-01,-0.0919014038184523,84.37564999771512,-0.053724934020363754,-0.35101667505861717,0.20835539965534222
2008-02-01,-0.0953101729926453,84.76723290598495,-0.006138016090583558,-0.28563541639595386,0.2608640525185092
2008-03-01,-0.0198025913305123,84.77490309094864,-0.080868652520488,-0.36101330562848144,0.19686334109367878
2008-04-01,-0.1743534926868888,84.42302239088592,-0.002192965434988904,-0.27249546241184985,0.2671813903834132
2008-05-01,-0.0475407985802983,82.2999662778103,0.03159443145370574,-0.2491838466966963,0.308573639851684
2008-06-01,0.1165336397390547,81.66899829366227,-0.012309140562225925,-0.29873596577634043,0.2926684809285828
2008-07-01,-0.0749629291466732,81.15492651887212,-0.05787837668464553,-0.33123131395629773,0.2077716862405926
2008-08-01,-0.6338619596611166,79.95151061503968,-0.1792978700160889,-0.44585078180490006,0.0815041667298324
2008-09-01,-0.6554904363688494,79.70958204754066,-0.002985002285972649,-0.28939116205398574,0.26608122238084625
2008-10-01,0.688789916546043,80.31565833276247,-0.07129765495360546,-0.3612109856187694,0.20051451495636768
2008-11-01,-1.3477458901263697,83.14493718457827,-0.07502043445403986,-0.3408018234005231,0.19742381029586792
2008-12-01,-0.1840035951329946,83.40680390382603,0.028066675000504644,-0.23500440120304691,0.31783337037496945
2009-01-01,0.0200005759404659,83.79312948991017,-0.0340609163128317,-0.31527219443239207,0.255587792923062
2009-02-01,-0.1042608315428192,83.68146061626092,0.002347124691583019,-0.23649181536590727,0.26880096623486843
2009-03-01,-0.3999857722805367,80.80330379331237,-0.07583258913083438,-0.32457500109150683,0.18578848644158105
2009-04-01,0.1376214080799474,80.76353298013854,0.0002893756896981889,-0.26100122294141825,0.27146117727250985
2009-05-01,0.182321534047808,80.85387829505008,0.03590417936799151,-0.23566167758306425,0.31285201956577696
2009-06-01,0.3141154739085103,84.54874146377801,-0.0050531909780444015,-0.2835964094326764,0.271972778847998
2009-07-01,0.050858421352807,84.26020001660632,-0.0516948761955094,-0.32343466835917634,0.23076143211390582
2009-08-01,-0.0595921858518561,84.71252103010674,-0.16748165202068488,-0.4398998277533312,0.09333482296107593
2009-09-01,0.4511874716785862,84.66045337554888,0.007762264751347656,-0.2642547965160101,0.278137143616243
2009-10-01,-0.1439605739159671,82.90743631911958,-0.06898935263799214,-0.3223772289887052,0.20866977929222835
2009-11-01,0.1098662502782734,84.62167054089211,-0.06225630262598215,-0.3242843305248192,0.22563004735897124
2009-12-01,0.0778169325843745,85.74957008992227,0.03634142480926958,-0.22871964748392581,0.2937467201876567
2010-01-01,-0.010752691257954,86.93611801048684,-0.030842476815106108,-0.29476162409246126,0.22733438688776222
2010-02-01,-0.0442060995065157,85.57203682829473,0.007917013463533028,-0.24254053194828107,0.290176784167667
2010-03-01,-0.0344862934880907,87.67622829469889,-0.06104775156364878,-0.32819196233231207,0.22793846954188937
2010-04-01,0.0,85.57345170051046,0.01028970151247419,-0.26224197539423166,0.2770611915451462
2010-05-01,0.0173916926235563,86.45373734121087,0.04644443685201431,-0.23816929817036128,0.321034440205965
2010-06-01,-0.0531095537862859,89.73942077992584,0.004226711607787058,-0.2996720912105282,0.2510466344449121
2010-07-01,-0.1571856611320792,88.25361629222981,-0.04468131857288994,-0.3338494997303687,0.23422609121601012
2010-08-01,-0.3140307666395941,87.40416969782565,-0.15742297448840378,-0.4190164229958883,0.13123114476379016
2010-09-01,0.8542086589734978,87.55364674545712,0.01656487142005648,-0.2724214259142609,0.29535321603715
2010-10-01,-0.4455124686491823,86.7984332642828,-0.06543674278226685,-0.3365953595683727,0.21658268722203125
2010-11-01,-0.1992383177657675,84.47243811768361,-0.0508646317839494,-0.29685934540668163,0.24824517580737912
2010-12-01,0.1796934715045319,84.57528257989266,0.04130043785144958,-0.24298252832623887,0.3121476836918357
2011-01-01,-0.1563460288122134,82.98182700930349,-0.03399054971779032,-0.2977444202713891,0.23532982504828998
2011-02-01,-0.0077219731760383,83.69221565525626,0.010198891729558245,-0.2547812023254836,0.2896581562718166
2011-03-01,0.0454623066024072,82.31307930390557,-0.057127393722599853,-0.33921981586822775,0.2055482672154761
2011-04-01,-0.2901544038293996,84.63798091143187,0.015112943063252667,-0.25633990038910637,0.2729266778545501
2011-05-01,-0.0099502381569885,83.46310097292752,0.04925291874223607,-0.20540020152197744,0.32324274148734855
2011-06-01,0.0,82.980008698619,0.0027984863797339173,-0.2826488033815403,0.26429790628037714
2011-07-01,0.0487901732678902,84.2002845246735,-0.04481304392258338,-0.32181088962166804,0.22525489566884155
2011-08-01,-0.0192311799587375,82.35398805002256,-0.15418947898226554,-0.4372336396224761,0.1325983718756606
2011-09-01,-0.1129405150216825,82.69517795192877,0.018337580727280246,-0.26296902187818,0.29990402430917157
2011-10-01,-0.6931471805599453,84.65589208335241,-0.06718308552798011,-0.33566878184011895,0.2097733324605043
2011-11-01,0.4754235423566822,82.24466723151056,-0.04125625133253808,-0.31528889682151223,0.24309464883634724
2011-12-01,0.3964153570899016,82.52161801930902,0.04529790238893744,-0.2355200033079374,0.33042940194188913
2012-01-01,-0.306031155365117,82.91144221068166,-0.03369363600503958,-0.3014451637151908,0.24359129895849385
2012-02-01,0.1273394364784783,84.08417651834762,0.014590791859312252,-0.2370172636735133,0.29715970975733147
2012-03-01,-0.1397617788254515,82.22875045203051,-0.06180345070552776,-0.34181090494775385,0.21544900983818985
2012-04-01,0.3001044442844963,80.24806553240408,0.015417835520075036,-0.28206380842695283,0.28569825697064405
2012-05-01,-0.1823215744853998,81.03097788082943,0.05180004557263649,-0.24583225919537913,0.3329944121464109
2012-06-01,-0.2371299562496009,81.47645489067921,0.00885765857605293,-0.2552558676049418,0.27817239332528426
2012-07-01,0.1317694287974775,81.85219416619802,-0.035917042724365744,-0.30345348659497673,0.22352353853634377
2012-08-01,-0.1897566312201624,82.37186648044349,-0.15579794683266707,-0.453292584997705,0.11844463585113653
2012-09-01,0.0148151591759092,81.35182939807575,0.019820127837088454,-0.25038724226718123,0.292154353218095
2012-10-01,-0.0148151591759092,81.70020994381726,-0.0487226280648104,-0.3431250587883014,0.23805313888538335
2012-11-01,-0.0150378082310717,82.13981865376527,-0.054579205084896505,-0.31037599385735354,0.19889420243878608
2012-12-01,0.0588404400558222,81.06829152672573,0.04731728286212891,-0.2265265077575145,0.335665145639523
2013-01-01,0.4149438765255445,83.86695329344286,-0.0126562722163813,-0.2807829950190706,0.26893938307247034
2013-02-01,0.0639487357663559,84.57770267481055,0.02448612681432312,-0.2531621982655239,0.31012797653348295
2013-03-01,0.0432968129180017,82.79074742900657,-0.05271922546534387,-0.3285857711502464,0.21492872999650903
2013-04-01,0.1709577553500431,83.77557784195731,0.02431763173370454,-0.237307758078072,0.31201010925588735
2013-05-01,0.4877032434572693,82.31355533661633,0.05854628650224647,-0.218180564437532,0.32460519670558646
2013-06-01,-0.3173579031966765,83.49418224223001,0.01534389039437575,-0.26996520385607636,0.2794277984163334
2013-07-01,-0.0182375331769246,85.23207561074112,-0.029488339729115548,-0.29341685147342683,0.24750021164565053
2013-08-01,-0.123936791744591,84.00105213321355,-0.1467782168829491,-0.4236016197913005,0.11648491907185084
2013-09-01,0.0474663505121512,85.44611632708003,0.02980252688593918,-0.24748977830101468,0.29672205820702496
2013-10-01,-0.0268473219114341,86.06528771748478,-0.04483090319558288,-0.3476240219865005,0.212962177444623
2013-11-01,-0.0631786459039876,87.29837795747652,-0.0385274790771873,-0.2956763985521074,0.2128390746440907
2013-12-01,0.0631786459039876,90.14356743145744,0.06160366013825782,-0.20961728802610716,0.3342314315233998
2014-01-01,-0.0631786459039876,89.77548525745314,-0.006968410426681916,-0.2877960937589541,0.27367405707427
2014-02-01,-0.0520564385817958,88.6448810109169,0.03199955721918311,-0.23484825796311473,0.30541377503750844
2014-03-01,-0.1478095277220553,87.31060936647862,-0.04003549923542217,-0.2949958176208822,0.2322994536442397
2014-04-01,-0.0269074575313713,86.08689393903046,0.032086889786261535,-0.23007440269437782,0.3052248192421263
2014-05-01,-0.0276516254844835,85.9712413749093,0.06735232641790574,-0.17979678474152755,0.352138403769457
2014-06-01,0.1229619000330799,86.48296933713426,0.022657665556408677,-0.2583538191161148,0.3011708804613056
2014-07-01,-0.0166672143731881,86.89800553612929,-0.024553055683269796,-0.30601531923313496,0.24890832185455006
2014-08-01,-0.0786430601754083,88.13878040968333,-0.135428299738963,-0.42479127924803295,0.13514060655463386
2014-09-01,0.0357180886967402,88.1582832475002,0.03844348876356039,-0.24485621147161651,0.3042377154410343
2014-10-01,0.008733764499049,90.33858436323617,-0.04093692979183799,-0.3157571417985177,0.2271433853137788
2014-11-01,0.1603425916164898,89.94159911337924,-0.024642356830991648,-0.29819842165836047,0.26216459023379196
2014-12-01,-0.1094841702636828,94.02185286326366,0.07107424275621609,-0.19615260165349582,0.3464950561831164
2015-01-01,-0.0772917659441709,94.96035388491116,-0.0019558963898072515,-0.3016419954725887,0.27981189535472006
2015-02-01,0.0088889489269458,93.67461755028675,0.04045115408318675,-0.2549009483328199,0.3033134159642016
2015-03-01,0.0928936848488975,92.06827880319508,-0.02707800630174923,-0.2889371317330479,0.2507425354671042
2015-04-01,0.1284784203943691,92.79198742605986,0.043732584347254105,-0.23989657796887107,0.30472476156239536
2015-05-01,-0.0584107703073287,92.45679324807108,0.07862233669112376,-0.2065173488900092,0.3564481592288592
2015-06-01,0.0512932333321069,93.5277939892092,0.0335555934217724,-0.24914549193305585,0.2806527196871288
2015-07-01,-0.0588404400558221,94.23765042606954,-0.014511703493758975,-0.2783084442861301,0.24062768385436026
2015-08-01,-0.0386149170500022,94.12840705708425,-0.1223370797408215,-0.409561978299517,0.16778479180002548
2015-09-01,-0.2192140475039126,92.85821647998162,0.04875113715389896,-0.22639522498436146,0.32001389258883245
2015-10-01,0.0289873549041021,90.58594564295282,-0.04054926932846604,-0.3221604326970063,0.21609864478623056
2015-11-01,0.0465200239062185,89.9161732148523,-0.013067448024463524,-0.2966903589282173,0.26715687774169666
2015-12-01,0.0444518531957893,91.20077140633752,0.07438645961801094,-0.21470286842983874,0.3455426029168667
2016-01-01,-0.090971877102008,91.5219120225328,-0.004666408202260684,-0.2690807229177401,0.2738961197523921
2016-02-01,0.0734274814375899,89.65330385446482,0.04090232739427796,-0.22981789567581995,0.30106548654591314
2016-03-01,-0.0926586613963274,89.9130752432416,-0.03360320159740657,-0.31137568768263957,0.232533371087578
2016-04-01,0.0192311799587375,90.49105131283486,0.04590277812233689,-0.24767581219947862,0.30521388812682526
2016-05-01,0.0,89.16526515853316,0.08040207751010753,-0.178755437177888,0.34503239681214143
2016-06-01,0.090971877102008,89.39585281745144,0.037267810270751336,-0.2501694792691145,0.3315349005328078
2016-07-01,-0.0535843383526201,89.48316589512045,-0.007764434193780605,-0.265533781182831,0.27206889122003386
2016-08-01,0.0091324851568307,87.76871044837452,-0.12964024794823245,-0.39381321842739436,0.13070194520314748
